htid,title,author,year,source
mdp.39015011054155,The Demolished Man,Alfred Bester,1953,laure
mdp.39015005766368,Childhood's End,Arthur C. Clarke,1953,laure
mdp.39015043127201,Bring the Jubilee,Ward Moore,1953,laure
pst.000000187442,Against the Fall of Night,Arthur C. Clarke,1953,laure
osu.32435053364402,Space Platform,Murray Leinster,1953,laure
osu.32435053364352,Space Tug,Murray Leinster,1953,laure
uc1.b4439673,The Paradox Men,Charles L. Harness,1953,laure
osu.32435057536492,The Transcendent Man,Jerry Sohl,1953,laure
ppt.ssfcbz202002001113,Costigan's Needle,Jerry Sohl,1953,laure
mdp.49015000988411,Conan the Conqueror,Robert E. Howard,1953,laure
uva.x000029474,West of the Sun,Edgar Pangborn,1953,laure
mdp.39015005482750,The Time Masters,Wilson Tucker,1953,laure
mdp.39015005677698,The Green Millennium,Fritz Leiber,1953,laure
mdp.39015000651276,Wild Talent,Wilson Tucker,1953,laure
mdp.39015004072164,The Sinful Ones,Fritz Leiber,1953,laure
cub.p102102310017,The Duplicated Man,James Blish & Robert Lowndes,1953,laure
uga1.32108011174912,Sentinels from Space,Eric Frank Russell,1953,laure
mdp.39015000543903,Mr. Pye,Mervyn Peake,1953,laure
inu.30000011367970,Second Foundation,Isaac Asimov,1953,laure
uva.x001597636,The Space Pioneers,Carey Rockwell,1953,laure
uiug.30112002843545,Rocket to Luna,Richard Marsten,1953,laure
uva.x000326697,Danger: Dinosaurs!,Richard Marsten,1953,laure
mdp.39015016452651,"Tittivulus; or, the Verbiage Collector",Michael Ayrton,1953,laure
uiug.30112041662609,Crystal Clear,Elizabeth Cadell,1953,laure
uiug.30112002564711,Once Upon a Star,Kendell Foster Crossen,1953,laure
cub.p101151605006,Iceworld,Hal Clement,1953,laure
uva.x000166787,Man of Many Minds,E. Everett Evans,1953,laure
ufl.31262047216691,The Mysterious Planet,Kenneth Wright,1953,laure
mdp.39015013961159,Love Among the Ruins: A Romance of the Near Future,Evelyn Waugh,1953,laure
uc1.31822011050721,Killer to Come,"Sam Merwin, Jr.",1953,laure
uva.x000179222,Planet of Light,Raymond F. Jones,1953,laure
ppt.ssfcbz201808000125,Under the Influence,Geoffrey Kerr,1953,laure
uc1.b4094422,One,David Karp,1953,laure
uc1.$b104395,"O King, Live for Ever",Henry Myers,1953,laure
uva.x000876413,World Out of Mind,J. T. M'Intosh,1953,laure
nyp.33433043336381,Antro the Life-Giver,Jon J. Deegan,1953,laure
mdp.39015004652718,The Joker,Jean Malaquais,1953,laure
mdp.39015024089842,Miss Pickerell and the Geiger Counter,Ellen MacGregor,1953,laure
mdp.39015014859683,The Sands of Karakorum,James Ramsey Ullman,1953,laure
mdp.39015014859022,The Angel Who Pawned Her Harp,Charles Terrot,1953,laure
osu.32435059752907,Tom Corbett's Wonder Book of Space,Marcia Martin (children's author),1953,laure
mdp.39015019638512,Heartsnatcher,Boris Vian,1953,laure
mdp.39015047757581,Silky: An Incredible Tale,Elizabeth Coatsworth,1953,laure
uc1.$b104328,The Cave and the Rock,Raoul C. Faure,1953,laure
nyp.33433039656735,Unborn Tomorrow: A Last Story,Gilbert Frankau,1953,laure
uc1.$b56837,When He Shall Appear,Harold Kampf,1953,laure
mdp.39015024855309,The Train in the Meadow,Robert Nathan,1953,laure
inu.30000006623494,Drums Along the Amazon,Victor Norwood,1953,laure
uva.x030833205,The Strange Bedfellows of Montague Ames,Norton Parker,1953,laure
mdp.39015035321309,Little Witch,Anna Elizabeth Bennett,1953,laure
inu.32000009095367,The Victorian Chaise-Longue,Marghanita Laski,1953,laure
uc1.$b106117,The Victorian Chaise Longue,Marghanita Laski,1953,laure
ppt.ssfcbz201710000389,Revolt in 2100 / by Robert A. Heinlein ; with an introd. by Henry Kuttner.,"Heinlein, Robert A. 1907-1988",1953,temple
ppt.ssfcbz201710000404,The space merchants / by Frederik Pohl and C. M. Kornbluth.,"Pohl, Frederik",1953,temple
uc1.31822010375509,The Opening of the Eyes,Olaf Stapledon,1954,laure
osu.32435053307344,False Night,Algis Budrys,1954,laure
mdp.39015019152761,Children of the Lens,E. E. 'Doc' Smith,1954,laure
pst.000043872435,Children of the Lens,Edward E. Smith,1954,laure
uva.x000305498,Children of the Lens,"Edward E. Smith, Ph.D.",1954,laure
pst.000061659452,Mission of Gravity,Hal Clement,1954,laure
mdp.39015046832849,A Mirror for Observers,Edgar Pangborn,1954,laure
uc1.32106005389942,Messiah,Gore Vidal,1954,laure
mdp.39015002344573,The Fellowship of the Ring,J. R. R. Tolkien,1954,laure
dul1.ark:/13960/t52g3xs64,The Two Towers,J. R. R. Tolkien,1954,laure
mdp.39015027246415,The Horse and His Boy,C. S. Lewis,1954,laure
uc1.b4384819,The Forgotten Planet,Murray Leinster,1954,laure
uc1.b4445401,A Fable,William Faulkner,1954,laure
uva.x000100282,The Caves of Steel,Isaac Asimov,1954,laure
mdp.39015048955895,Brain Wave,Poul Anderson,1954,laure
uc1.b4098574,The Stars Are Ours!,Andre Norton,1954,laure
uva.x000424386,Undersea Quest,Jack Williamson & Frederik Pohl,1954,laure
inu.30000124600820,Tomorrow!,Philip Wylie,1954,laure
uc1.31210006313496,Spiders' War,S. Fowler Wright,1954,laure
uva.x000834568,Born Leader,J. T. McIntosh,1954,laure
ppt.ssfcbz202002001090,Worlds Apart,J. T. McIntosh,1954,laure
mdp.39015035796294,One in Three Hundred,J. T. McIntosh,1954,laure
uc1.31822041530478,The Altered Ego,Jerry Sohl,1954,laure
mdp.39015010749433,The Star Beast,Robert A. Heinlein,1954,laure
mdp.39076002848625,Tom Swift and His Jetmarine,"Victor Appleton, II",1954,laure
osu.32435050517812,Tom Swift and His Giant Robot,"Victor Appleton, II",1954,laure
uc1.b4447025,Shadows in the Sun,Chad Oliver,1954,laure
ppt.ssfcbz201808000178,The Grand Illusion,Vargo Statten,1954,laure
ppt.ssfcbz201808000179,I Came — I Saw — I Wondered,Volsted Gridban,1954,laure
mdp.39015005108124,The Wonderful Flight to the Mushroom Planet,Eleanor Cameron,1954,laure
mdp.49015000897513,Half Magic,Edward Eager,1954,laure
osu.32435058057811,Treachery in Outer Space,Carey Rockwell,1954,laure
coo.31924013587567,The Long Way Back,Margot Bennett,1954,laure
pst.000025483086,The Children of Green Knowe,L. M. Boston,1954,laure
mdp.39015016440094,Dark Dominion,David Duncan,1954,laure
ppt.ssfcbz201808000167,Hero's Walk,Robert Crane,1954,laure
uc1.b3346770,The Big Ball of Wax,Shepherd Mead,1954,laure
mdp.39015029750877,Return to Tomorrow,L. Ron Hubbard,1954,laure
uva.x000672582,Planets for Sale,E. Mayne Hull,1954,laure
ppt.ssfcbz202002001122,Planets for Sale,A. E. van Vogt & E. Mayne Hull,1954,laure
uc1.31210006596926,Mel Oliver and Space Rover on Mars,William Morrison,1954,laure
mdp.39015002712258,The Magicians,J. B. Priestley,1954,laure
uc1.b3347098,The Conquered Place,Robert Shafer,1954,laure
pst.000000018067,The Year the Yankees Lost the Pennant,Douglass Wallop,1954,laure
uc1.$b244788,"Village Fanfare; or, The Man from the Future",Donald Suddaby,1954,laure
pst.000024817776,"Celestial Space, Inc.",Charles Coombs,1954,laure
mdp.39015002189283,Lord of the Flies,William Golding,1954,laure
nyp.33433043347206,World in Eclipse,William Dexter,1954,laure
nyp.33433043347172,Hole in Heaven,F. Dubrez Fawcett,1954,laure
mdp.39015011268417,The Giant,William Pène du Bois,1954,laure
uc1.31822010838100,The Feasting Dead,John Metcalfe,1954,laure
coo.31924013657097,Lost Island,Graham McInnes,1954,laure
osu.32435052966264,The Golden Skull,John Blaine,1954,laure
mdp.39015003675488,Rainbow on the Road,Esther Forbes,1954,laure
mdp.39076002607377,Beyond the Pawpaw Trees: The Story of Anna Lavinia,Palmer Brown,1954,laure
uc1.b4084558,Mrs. Searwood's Secret Weapon,Leonard Wibberley,1954,laure
uc1.32106019461570,The Power of Nothingness,Alexandra David-Neel & Lama Yongden,1954,laure
uva.x030796772,The Little Laundress and the Fearful Knight,Bertram Bloch,1954,laure
nyp.33433043152929,The Wheel in the Sky,Rafe Bernard,1954,laure
uc1.b4097985,Flight,Evelyn Eaton,1954,laure
uc1.31822015921521,Hound Dog Moses and the Promised Land,Walter D. Edmonds,1954,laure
uc1.$b299834,Mountain Bride: An Incredible Tale,Elizabeth Coatsworth,1954,laure
mdp.39076002245467,The Sign of the Seven Seas,Carley Dawson,1954,laure
uc1.31210008014597,The Story of Kastán,C. Whitworth Ekberg,1954,laure
mdp.39015078570697,Crusoe Warburton,Victor Wallace Germains,1954,laure
uc1.$b101897,The Caperberry Bush,Jack Guinn,1954,laure
inu.32000001379231,The Other Landscape,Neil M. Gunn,1954,laure
mdp.39015008012984,The Ramayana,Aubrey Menen,1954,laure
mdp.39015011815209,A Ghost at Noon,Alberto Moravia,1954,laure
mdp.39015002709882,Atlantis,John Cowper Powys,1954,laure
uc1.32106002145636,It Happened to Didymus,Upton Sinclair,1954,laure
uc1.$b251618,What Didymus Did,Upton Sinclair,1954,laure
uc1.$b805413,Dreams in Reality of the Undersea Craft,"Walter Wiggins, Jr.",1954,laure
mdp.39015019069528,Don Camillo's Dilemma,Giovanni Guareschi,1954,laure
ppt.ssfcbz202002001099,Star short novels / edited by Frederik Pohl.,"Pohl, Frederik.",1954,temple
ppt.ssfcbz202002001105,Untouched by human hands : thirteen stories / by Robert Sheckley.,"Sheckley, Robert, 1928-2005",1954,temple
pst.000014486920,Tunnel in the Sky,Robert A. Heinlein,1955,laure
mdp.39015000626039,Not This August,C. M. Kornbluth,1955,laure
mdp.39015005282259,The Magician's Nephew,C. S. Lewis,1955,laure
mdp.39015005607976,The Return of the King,J. R. R. Tolkien,1955,laure
uc1.b3861627,The Long Tomorrow,Leigh Brackett,1955,laure
mdp.39015002288762,The End of Eternity,Isaac Asimov,1955,laure
mdp.39015003756627,Earthlight,Arthur C. Clarke,1955,laure
mdp.39015003862292,Sargasso of Space,Andre Norton,1955,laure
nyp.33433043133887,Alien Dust,E. C. Tubb,1955,laure
mdp.39015052544965,Revolt on Alpha C,Robert Silverberg,1955,laure
uva.x000180562,Star Guard,Andre Norton,1955,laure
inu.30000039132257,Solar Lottery,Philip K. Dick,1955,laure
uc1.31210012001960,World of Chance,Philip K. Dick,1955,laure
uiug.30112003192074,Point Ultimate,Jerry Sohl,1955,laure
mdp.39015003972067,The Long Way Home,Poul Anderson,1955,laure
mdp.39015010226085,Re-Birth,John Wyndham,1955,laure
mdp.49015001218248,The Chrysalids,John Wyndham,1955,laure
uc1.31210017007756,Reprieve from Paradise,H. Chandler Elliott,1955,laure
osu.32435053364543,Timeliner,Charles Eric Maine,1955,laure
uva.x000890159,Time Bomb,Wilson Tucker,1955,laure
mdp.39015073820865,Hell's Pavement,Damon Knight,1955,laure
ppt.ssfcbz201808000113,Analogue Men,Damon Knight,1955,laure
pst.000032707069,The Borrowers Afield,Mary Norton,1955,laure
mdp.39015008598438,Cards of Identity,Nigel Dennis,1955,laure
coo.31924013580414,Tomorrow Revealed,John Atkins,1955,laure
uva.x004124497,Lost: A Moon,Paul Capon,1955,laure
nyp.33433043347040,Salamander War,Charles Carr,1955,laure
uva.x030029462,The Grotto,David Wilton Charters,1955,laure
uc1.b3877055,A Short History of the Future,R. C. Churchill,1955,laure
mdp.39015016424437,Overdraft on Glory,James Helvick,1955,laure
uc1.b3435510,The Year of the Comet,John Christopher,1955,laure
osu.32435053308334,Planet in Peril,John Christopher,1955,laure
coo.31924005909977,This Fortress World,James E. Gunn,1955,laure
nyp.33433039656628,The Planet Mappers,E. Everett Evans,1955,laure
mdp.39015016443015,The Lute and the Glove,Katherine Wigmore Eyre,1955,laure
mdp.39015031231643,Beyond Eden,David Duncan,1955,laure
mdp.39015000614282,The Age of the Tail,H. Allen Smith,1955,laure
mdp.39015005426773,The Answer,Philip Wylie,1955,laure
pst.000021709685,Switch on the Night,Ray Bradbury,1955,laure
wu.89093700854,Amorous Ghost,Pierre Bessand-Massenet,1955,laure
pst.000024817493,Continent in the Sky,Paul Berna,1955,laure
osu.32435069340883,Few Were Left,Harold Rein,1955,laure
uiug.30112003181291,Venus Boy,Lee Sutton,1955,laure
uc1.$b244944,The Unquiet Spirit,Marguerite Steen,1955,laure
uc1.b3406867,The Shy Stegosaurus of Cricket Creek,Evelyn Sibley Lampman,1955,laure
rul.390300039402120,Monstre Gai,Wyndham Lewis,1955,laure
uc1.b3267328,The Twelve Pictures,Edith Simon,1955,laure
mdp.39015028972605,My Bones and My Flute,Edgar Mittelholzer,1955,laure
osu.32435015019524,The Hills Were Liars,Riley Hughes,1955,laure
nyp.33433043153232,Split Image,Reed R. De Rouen,1955,laure
nyp.33433043153257,When the Moon Died,Richard Savage,1955,laure
mdp.39015014863941,Sir Henry,Robert Nathan,1955,laure
osu.32435080306731,Tan Ming,Lan Stormont,1955,laure
uc1.$b109272,The Accident,Dexter Masters,1955,laure
mdp.39015016435300,A Sign of the Times,Robert Kee,1955,laure
uc1.b4088224,The Boy Who Discovered the Earth,Henry Gregor Felsen,1955,laure
mdp.39015013776441,Double Exposure,Théo Fleischman,1955,laure
mdp.39015005542900,The Saintmaker's Christmas Eve,Paul Horgan,1955,laure
mdp.39015003908129,Looking Beyond,Lin Yutang,1955,laure
osu.32435069618007,Deep in the Sky: A Science Fiction Novel,Helga Nielsen,1955,laure
uc1.$b243539,The Devil Takes a Holiday,Alfred Noyes,1955,laure
mdp.39015004996792,Pedro Páramo,Juan Rulfo,1955,laure
mdp.39076006973445,The Blue-Nosed Witch,Margaret Embry,1955,laure
ppt.ssfcbz201710000419,"Caviar,","Sturgeon, Theodore.",1955,temple
ppt.ssfcbz201808000131,No boundaries / by Henry Kuttner and C. L. Moore.,"Kuttner, Henry",1955,temple
ppt.ssfcbz202002001119,Time: X / Wilson Tucker.,"Tucker, Wilson, 1914-2006",1955,temple
mdp.39015008958731,The Players of Null-A,A. E. van Vogt,1956,laure
mdp.39015002385147,Till We Have Faces,C. S. Lewis,1956,laure
mdp.39015029899484,The Stars My Destination,Alfred Bester,1956,laure
mdp.39015042471758,Tiger! Tiger!,Alfred Bester,1956,laure
mdp.39015002672395,The Last Battle,C. S. Lewis,1956,laure
mdp.39015062108892,Double Star,Robert A. Heinlein,1956,laure
uva.x000496806,The City and the Stars,Arthur C. Clarke,1956,laure
mdp.39015005084317,The Crossroads of Time,Andre Norton,1956,laure
mdp.39015005649820,Plague Ship,Andre Norton,1956,laure
osu.32435053572764,The World Jones Made,Philip K. Dick,1956,laure
mdp.39015014136587,Undersea Fleet,Jack Williamson & Frederik Pohl,1956,laure
mdp.39015005677029,The Long Night,Martin Caidin,1956,laure
pst.000013229757,Time for the Stars,Robert A. Heinlein,1956,laure
osu.32435054204243,The Shrinking Man,Richard Matheson,1956,laure
uva.x000858965,Interplanetary Hunter,Arthur K. Barnes,1956,laure
mdp.39015012833342,The Dragon in the Sea,Frank Herbert,1956,laure
uc1.$b245044,Escapement,Charles Eric Maine,1956,laure
osu.32435057536013,The Space Plague,George O. Smith,1956,laure
mdp.39015056248050,The Man Who Japed,Philip K. Dick,1956,laure
mdp.39015013395523,To Live Forever,Jack Vance,1956,laure
pst.000046949769,Moon Magic,Dion Fortune,1956,laure
mdp.39015003669184,Knight's Castle,Edward Eager,1956,laure
uc1.b3407034,The Shield Ring,Rosemary Sutcliff,1956,laure
mdp.39076002365794,And the Waters Prevailed,D. Moreau Barringer,1956,laure
mdp.39015005572162,No Refuge,John Boland,1956,laure
mdp.39015016452370,Doubting Thomas,Winston Brebner,1956,laure
mdp.39015012160415,The Enormous Egg,Oliver Butterworth,1956,laure
mdp.39015010915620,The Death of Grass,John Christopher,1956,laure
mdp.39015003688697,The Eighth Day,Robert C. Goldston,1956,laure
inu.32000002838086,The Rosemary Tree,Elizabeth Goudge,1956,laure
osu.32435053314951,The Deviates,Raymond F. Jones,1956,laure
cub.p101151702011,The Secret People,Raymond F. Jones,1956,laure
mdp.39015008158225,The Far Traveller,Manning Coles,1956,laure
uva.x000617456,Forbidden Area,Pat Frank,1956,laure
mdp.39015004273663,McGillicuddy McGotham,Leonard Wibberley,1956,laure
mdp.39015002754060,The Golden Kazoo,John G. Schneider,1956,laure
mdp.39076006985407,Zip-Zip and His Flying Saucer,John M. Schealer,1956,laure
uc1.31210006007395,Seven Stars for Catfish Bend,Ben Lucien Burman,1956,laure
uc1.$b106262,Gumption Island: A Fantasy of Coexistence,Felix Morley,1956,laure
uva.x002263125,Brother Bear,Guy Richards,1956,laure
uva.x000677510,Mission to the Moon,Lester del Rey,1956,laure
uc1.b4082107,The Curve of the Snowflake,W. Grey Walter,1956,laure
rul.39030035225772,Further Outlook,W. Grey Walter,1956,laure
mdp.39015003688598,The Genesis of Nam: A New Earth with Its Own Blue Heaven,Charles Goodrich,1956,laure
uc1.$b138017,The Ugglians,L. M. Fallaw,1956,laure
uga1.32108011164665,Police Your Planet,Erik Van Lhin,1956,laure
uva.x000240885,Islands of Space,"John W. Campbell, Jr.",1956,laure
mdp.39015005539567,The Great Captains,Henry Treece,1956,laure
uc1.b2803013,The Green Suns,Henry Ward,1956,laure
nyp.33433043152937,Pursuit Through Time,Jonathan Burke,1956,laure
nyp.33433043347107,Satellite in Space,Professor A. M. Low,1956,laure
nyp.33433044529273,The Golden Archer: A Satirical Novel of 1975,Gregory Mason,1956,laure
cub.p107272602006,The Mind Reader,Alan B. Rothenberg,1956,laure
mdp.39015013787141,The Insurgents,Vercors,1956,laure
mdp.39015014863511,The Investigator: A Narrative in Dialogue,Reuben Ship,1956,laure
uc1.b3407037,The Amazing Vacation,Dan Wickenden,1956,laure
mdp.39015004248574,The Sibyl,Pär Lagerkvist,1956,laure
coo.31924013635994,Dawn in Andromeda,E. C. Large,1956,laure
mdp.39015024076070,The Fairy Doll,Rumer Godden,1956,laure
nyp.33333080764885,Curtain of Mist,M. Pardoe,1956,laure
uc1.$b86274,The Greatest Lover in the World,Alex Austin,1956,laure
uva.x000295442,Strange Visitor,Laura Conway,1956,laure
uc1.$b395367,The Game and the Ground,Peter Vansittart,1956,laure
uc1.$b104011,The Rancho of the Little Loves,Robert Nathan,1956,laure
uva.x001175474,The Lost Planet,Paul V. Dallas,1956,laure
ppt.ssfcbz201808000057,The circus of Dr. Lao : and other improbable stories / ed. by Ray Bradbury ; introduction by Ray Bradbury,,1956,temple
ppt.ssfcbz201808000107,Reach for tomorrow / Arthur C. Clarke.,"Clarke, Arthur C. 1917-2008",1956,temple
ppt.ssfcbz201808000247,The case against tomorrow : science-fiction stories / by Frederik Pohl.,"Pohl, Frederik",1956,temple
ppt.ssfcbz202002001098,Alternating currents / by Frederik Pohl.,"Pohl, Frederik.",1956,temple
mdp.39015002345950,On the Beach,Nevil Shute,1957,laure
uc1.31210006525149,The Naked Sun,Isaac Asimov,1957,laure
mdp.39015008035506,Rogue in Space,Fredric Brown,1957,laure
mdp.39015008864673,Empire of the Atom,A. E. van Vogt,1957,laure
mdp.49015000593328,The Door Into Summer,Robert A. Heinlein,1957,laure
pst.000013229740,Citizen of the Galaxy,Robert A. Heinlein,1957,laure
inu.32000009540750,The Black Cloud,Fred Hoyle,1957,laure
mdp.39015030708716,Star Born,Andre Norton,1957,laure
mdp.39015034642796,The Cosmic Puppets,Philip K. Dick,1957,laure
uva.x001000394,The Return of Conan,L. Sprague de Camp & Björn Nyberg,1957,laure
uc1.b3407027,Blast-Off at 0300,Hugh Walters,1957,laure
osu.32435057536484,The Time Dissolver,Jerry Sohl,1957,laure
mdp.39015058014633,Atlas Shrugged,Ayn Rand,1957,laure
mdp.39015049678728,The Midwich Cuckoos,John Wyndham,1957,laure
uc1.31210018344992,Village of the Damned,John Wyndham,1957,laure
uva.x002683922,The Winds of Time,Chad Oliver,1957,laure
mdp.39015016437462,The Isotope Man,Charles Eric Maine,1957,laure
inu.30000035590144,Eye in the Sky,Philip K. Dick,1957,laure
